username,sentiment,sentiment
samuelaxon,Negative,100.0
sarahalter7,Negative,100.0
scottmonaghan,Negative,100.0
sebvargas__,Negative,100.0
shawnhk,Negative,100.0
shelle_de,Negative,100.0
shesaneagle,Negative,100.0
ski7days,Positive,100.0
skiski7125,Negative,100.0
slulay2,Negative,100.0
smcgov34,Positive,100.0
somestarstuff,Positive,100.0
sophk0,Positive,60.0
sophk0,Negative,40.0
soundanswer,Negative,100.0
sovndgirl,Negative,100.0
stamatkos,Negative,100.0
sushyness,Negative,100.0
talkingnewmedia,Negative,50.0
talkingnewmedia,Positive,50.0
tarikkhribech,Negative,100.0
theJoeChaney,Negative,100.0
the_ari_gato,Negative,100.0
theeodorakc,Negative,58.333333333333336
theeodorakc,Positive,41.66666666666667
theflydoc,Negative,100.0
therealtenio,Negative,100.0
therealtomship,Negative,75.0
therealtomship,Positive,25.0
those2lenas,Negative,100.0
thugmasterflexx,Positive,100.0
tiny_cinema,Negative,100.0
tom_il77,Negative,100.0
tone_villa,Negative,100.0
toreilly,Positive,75.0
toreilly,Negative,25.0
touzokuoubakura,Negative,100.0
trapprincess_,Negative,100.0
trinattrill,Negative,100.0
tweetingwithbr3,Positive,100.0
ualdsp,Negative,100.0
vfombelle,Negative,50.0
vfombelle,Positive,50.0
viasouthside,Positive,100.0
w0mbles_,Positive,100.0
wavingflares,Negative,100.0
wetfromsobbing,Negative,80.0
wetfromsobbing,Positive,20.0
whatutrynageton,Negative,66.66666666666666
whatutrynageton,Positive,33.33333333333333
wiechipedia,Negative,100.0
wochie,Negative,100.0
wordlust,Negative,50.0
wordlust,Positive,50.0
wtrebella,Negative,100.0
xo_leyla_xo,Negative,100.0
xoau,Negative,75.0
xoau,Positive,25.0
xxx64449338,Negative,100.0
yesgregyes,Negative,50.0
yesgregyes,Positive,50.0
yoncapone,Negative,100.0
zach_m_s,Positive,100.0
ziggy_n4,Negative,100.0
