date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-18 20:46:01,kevin881,,1,0,0,"@steveschale can you recommend a good phone bank for Biden in FL? I did this in 2018, and I think you posted a link... but cannot recall.",,@steveschale,,1284590268692467712,https://twitter.com/kevin881/status/1284590268692467712
2020-07-18 20:45:43,soloyochapin,realDonaldTrump,6,14,51,"Wanna be dictator @realDonaldTrump claims to protect Americans but @POTUS ordered the military to kidnap Americans as a training exercise for when @POTUS loses the election to @JoeBiden and @POTUS refuses to leave the @WhiteHouse http://nestorgomezstoryteller.com/immigration-stories.html",,@realDonaldTrump @POTUS @POTUS @JoeBiden @POTUS @WhiteHouse,,1284590193287323651,https://twitter.com/soloyochapin/status/1284590193287323651
2020-07-18 20:45:29,Lren18,,0,0,0,"I’m attending Nevada State Democratic Party’s event, “Climate Voters for Biden Organizing Weekend of Action Textbank” – sign up now to join me! ",,,,1284590134923583490,https://twitter.com/Lren18/status/1284590134923583490
2020-07-18 20:45:21,MiddleMolly,K0mori_,1,0,0,"No one can be a rape apologist without a rape. Biden did nothing to Reade. Period.",,,,1284590102870622210,https://twitter.com/MiddleMolly/status/1284590102870622210
2020-07-18 20:45:20,Carissawashere,SCP13,1,0,0,"So high poverty gives ppl the notion they need to go out and shoot innocents? For what purpose? I’m not talking petty crime.",,,,1284590095853592576,https://twitter.com/Carissawashere/status/1284590095853592576
2020-07-18 20:44:38,the_q_factor,realDonaldTrump,0,0,0,"STOP FIGHTING WITH FAUCI. STOP MESSING WITH THE CDC. STOP POSING WITH BEANS AND GET TO WORK ON SAVING THE COUNTRY FROM THE CORONA VIRUS DISASTER. THIS IS SAD SOOOOOO SAD! @JoeBiden ",,@JoeBiden,,1284589923329347584,https://twitter.com/the_q_factor/status/1284589923329347584
2020-07-18 20:44:26,SCP13,Carissawashere,0,0,0,"Harassing innocent black folks is not being in high alert. It's profiling",,,,1284589873320665088,https://twitter.com/SCP13/status/1284589873320665088
2020-07-18 20:44:09,soloyochapin,jennerific713,1,0,6,"Liar @realDonaldTrump claims to protect American citizens but @POTUS ordered the military to kidnap Americans as a training exercise for when @realDonaldTrump loses the election to @JoeBiden and refuses to leave the @WhiteHouse http://nestorgomezstoryteller.com/immigration-stories.html",,@realDonaldTrump @POTUS @realDonaldTrump @JoeBiden @WhiteHouse,,1284589800453013506,https://twitter.com/soloyochapin/status/1284589800453013506
2020-07-18 20:43:36,bob_ivanoff,jasemonkey,0,0,0,"It works w Obama and Biden speeches as well )",,,,1284589661348933633,https://twitter.com/bob_ivanoff/status/1284589661348933633
2020-07-18 20:43:16,SCP13,Carissawashere,1,0,0,"People do all those things and still get assaulted.",,,,1284589577672458247,https://twitter.com/SCP13/status/1284589577672458247
2020-07-18 20:42:06,Carissawashere,Carissawashere,1,0,0,"It’s simple though, don’t put your hands in your pockets if they tell you not too. Don’t talk back unless asked. And don’t be irate. I’ve been arrested, I’ve been assaulted, and I’ve been overlooked but every time it was my fault and justifiably. Our actions dictate the outcome.",,,,1284589286038417408,https://twitter.com/Carissawashere/status/1284589286038417408
2020-07-18 20:41:53,soloyochapin,AndyOstroy,3,25,85,"Liar @realDonaldTrump claims to protect American citizens but @POTUS ordered the military to kidnap Americans as a training exercise for when @realDonaldTrump loses the election to @JoeBiden &amp; refuses to leave the @WhiteHouse http://nestorgomezstoryteller.com/immigration-stories.html",,@realDonaldTrump @POTUS @realDonaldTrump @JoeBiden @WhiteHouse,,1284589229176233984,https://twitter.com/soloyochapin/status/1284589229176233984
2020-07-18 20:41:52,Carissawashere,SCP13,2,0,0,"I’m not saying those types of incidents aren’t traumatic and difficult to deal with. I do sympathize more than you think. I think that regardless of the situation, cops have not been given a reason to not be on high alert given our crime ratings.",,,,1284589224637992960,https://twitter.com/Carissawashere/status/1284589224637992960
2020-07-18 20:41:31,SenfBrian,cawcawpuffs,2,0,1,"also, that ""evidence"" of Biden saying it is a three second clip of him quoting William Reynolds in a 1985 confirmation hearing, where Biden was trying to expose Reynolds for being racist. took 14 seconds to find on google. ",,,,1284589137912307713,https://twitter.com/SenfBrian/status/1284589137912307713
2020-07-18 20:41:05,the_q_factor,realDonaldTrump,0,0,0,"Hire @NYGovCuomo to run the CORONA VIRUS TASK FORCE @VP is dropping the ball. @JoeBiden ",,@NYGovCuomo @VP @JoeBiden,,1284589030152208385,https://twitter.com/the_q_factor/status/1284589030152208385
2020-07-18 20:40:28,the_q_factor,realDonaldTrump,0,0,0,"INFANTS ARE NOW INFECTED WITH THE CORONA VIRUS!!!!!!!!!!!! @JoeBiden ",,@JoeBiden,,1284588871339118593,https://twitter.com/the_q_factor/status/1284588871339118593
2020-07-18 20:39:41,matt_basinger,BobMorganIL,0,0,0,"Give em hell Josh!",,,,1284588675016413187,https://twitter.com/matt_basinger/status/1284588675016413187
2020-07-18 20:39:27,SCP13,Carissawashere,0,0,0,"I'm going off what you said ",,,,1284588617323761664,https://twitter.com/SCP13/status/1284588617323761664
2020-07-18 20:39:05,SCP13,Carissawashere,1,0,0,"Because poverty creates crime. Any population with high poverty is going to have high crime",,,,1284588525858566144,https://twitter.com/SCP13/status/1284588525858566144
2020-07-18 20:38:24,SCP13,SCP13,0,0,0,"At the age of 23, my dumb ass white friend tried to sell weed to a cop in a bar in Champaign. My other friend and I were outside trying to find out what happened. They manhandled my innocent friend for being off the sidewalk tryna get info on my idiot friend & gave him a ticket",,,,1284588354726760448,https://twitter.com/SCP13/status/1284588354726760448
2020-07-18 20:38:17,Elijahsbrain,Soren_Ltd,1,0,9,"I watch it on my Roku. So fictional Soren is a TV character. And he would be a Trump supporter until the rest of the gang makes him see the error of his ways and bullies him into voting for Hilary. 2020 he'd see Biden as being b the best of both worlds ",,,,1284588322984275969,https://twitter.com/Elijahsbrain/status/1284588322984275969
2020-07-18 20:37:43,pam53,jacobwohlsreal1,1,0,1,"Maybe if you’d stop watching msnbc & cnn you’d have heard him. When John Durham indictments are handed out you’re going to hear things that the Obama Biden admin did that is going to shock this country to its core! The news media was involved with it using circular reporting",,,,1284588180193378304,https://twitter.com/pam53/status/1284588180193378304
2020-07-18 20:37:20,reesetheone1,ABC7Chicago,5,12,30,"1. Florida Tweeps be safe. 2. Do I really have to trust this state to decide 2016? 3. Wisconsin Michigan Pennsylvania and Ohio labor voters.... Step up like you did in 2008 and 2012 for Biden. ",,,,1284588083606810624,https://twitter.com/reesetheone1/status/1284588083606810624
2020-07-18 20:36:02,SCP13,SCP13,1,0,0,"At the age of 21, I was pulled over in my mom's car cause my lights weren't on. I was then told by the officers as they ride away that there was a warrant on the car in Aurora. My mom had never been to Aurora and I couldn't point to it on a map.",,,,1284587758170906630,https://twitter.com/SCP13/status/1284587758170906630
2020-07-18 20:34:46,SCP13,Carissawashere,2,0,0,"I know plenty about cops. I had a neighbor shot by cops when I was 8 because she was reaching for her cell phone. When I was 18, while showing my friend from IN around, I was harassed by cops in front of my HS in the loop because I ""fit the description.""",,,,1284587437382078465,https://twitter.com/SCP13/status/1284587437382078465
2020-07-18 20:34:41,bestlotionsdeal,DenverMomof2,1,0,0,"I don't support Biden. Not sure why you thought that",,,,1284587415672369153,https://twitter.com/bestlotionsdeal/status/1284587415672369153
2020-07-18 20:34:16,meindiva,,1,0,2,"False: President Donald Trump's claim that under Joe Biden’s policy, immigrants in the country illegally “get welfare benefits. United States citizens don't get what they're looking to give illegal immigrants.” ",,,,1284587312958058497,https://twitter.com/meindiva/status/1284587312958058497
2020-07-18 20:34:11,Carissawashere,SCP13,1,0,0,"I current am outside Chicago but my house is in the city off Lawrence and Cicero so nice call out ",,,,1284587293408403458,https://twitter.com/Carissawashere/status/1284587293408403458
2020-07-18 20:33:39,kkalmes2,,0,0,0,"Statement by Vice President Joe Biden and Dr. Jill Biden on the Passing of Congressman John Lewis. ",,,,1284587158033117184,https://twitter.com/kkalmes2/status/1284587158033117184
2020-07-18 20:32:23,Carissawashere,SCP13,1,0,0,"Then how do you explain why 50% of shootings are black on black when they make up for less of the population? You can see it how you like but there’s definitely a problem with that and you making it sound ok it is an even bigger problem.",,,,1284586837781118976,https://twitter.com/Carissawashere/status/1284586837781118976
2020-07-18 20:32:20,SCP13,Carissawashere,1,0,0,"Did you not say you were right outside Chicago? That's the suburbs to me",,,,1284586824434880513,https://twitter.com/SCP13/status/1284586824434880513
2020-07-18 20:31:26,defeatthedevil,,0,0,0,"#CIA #Biden IN SPITE OF DEMONIC RACISM LEWIS, VIVIAN, ALL BLKS ENDURED, SEE HIGH CALIBER OF THAT GENERATION W/NO CIVIL RIGHTS! GODLY;MORAL; PEACEFUL; EDUCATED; ELOQUENT; DAPPER! COMPARED TO NOW:SATANIC; IMMORAL; VIOLENT; UNEDUCATED; INELOQUENT;SLOVENLY! DRUGS; GUNS; RAP; EBONICS!",,,#CIA #Biden,1284586599326654473,https://twitter.com/defeatthedevil/status/1284586599326654473
2020-07-18 20:30:56,platypusmanatee,LizRNC,0,0,0,"Dox the dog",,,,1284586473342279680,https://twitter.com/platypusmanatee/status/1284586473342279680
2020-07-18 20:30:52,MiddleMolly,DouglasJoyaPics,1,0,0,"I take it that you've read that transcript/watched the clip several times or more? And you hear the mom saying ""Joe Biden assaulted my daughter""? The clip actually exonerates Biden...makes it sound as if there was some kind of problem in the office that Biden didn't know about.",,,,1284586457001336832,https://twitter.com/MiddleMolly/status/1284586457001336832
2020-07-18 20:29:50,Carissawashere,SCP13,2,0,0,"Wow you think you’ve got me all figured out. I’m actually on the west side, not suburbs. I go out to the suburbs periodically for family. You wouldn’t know the first thing about cops and your just as bad as all those crying racism. May god help your soul.",,,,1284586198716108801,https://twitter.com/Carissawashere/status/1284586198716108801
2020-07-18 20:29:10,wesystahz,,0,0,0,"Nikki Haley you've got me smdh!Twitter Users Think Biden Should Use Nikki Haley's Tweet As A Campaign Ad https://www.huffpost.com/entry/nikki-haley-joe-biden-trump-tweet-campaign_n_5f121593c5b6d14c33673098 #SmartNews",,,#SmartNews,1284586029249204224,https://twitter.com/wesystahz/status/1284586029249204224
2020-07-18 20:28:36,defeatthedevil,,0,0,0,"#CIA #Biden I'M JST A REGULAR NIGGA WHAT YOU GET'S WHAT YOU SEE..T'S LIKE DESE CAT'S DAT I SEE ALL BE TRYIN TA FRONT""(KANYE WEST) WHITES LAUGH@A BLK, IGNORANT, UNEDUCATED, GHETTO, EBONICS-RAPPIN' BUFFOON SINCE HE'S NOT IN UR FKD-UP RACE! LK U ENABLED ALL ASPECTS OF THIS GENOCIDE!",,,#CIA #Biden,1284585885896527873,https://twitter.com/defeatthedevil/status/1284585885896527873
2020-07-18 20:27:15,pam53,jacobwohlsreal1,3,0,1,"Is that why he did prison reform. African American & Latino unemployment at all time low. Setup opportunity zones in low income neighborhoods. Wants school choice. Made permanent federal funding for black colleges. He his gives his salary many times to black org. Biden is racist!",,,,1284585545407049733,https://twitter.com/pam53/status/1284585545407049733
2020-07-18 20:27:01,swanksalot,,0,0,0,"Trump clashes with Fox News interviewer over false claim about Biden |Chris Wallace contradicts Trump over Biden’s views on policing | The Guardian ",,,,1284585487697575941,https://twitter.com/swanksalot/status/1284585487697575941
2020-07-18 20:26:55,JmCaimito221,JoeBiden,0,0,1,"He is got to much dirt around every area of His so called Business Empire and not willing to allow the Nation to see all His Rat Tag hipocrasy of Wealth Hi has accumulated st the expense of others",,,,1284585462745759746,https://twitter.com/JmCaimito221/status/1284585462745759746
2020-07-18 20:26:31,SCP13,Carissawashere,1,0,0,"1. The most shooting victims are the same race as the shooter. 2. White people are the majority of police victims because they're the majority of the country's population. If you were to compare based on % of the population, black folks get killed at a higher rate",,,,1284585363030323201,https://twitter.com/SCP13/status/1284585363030323201
2020-07-18 20:25:16,soloyochapin,SethAbramson,0,13,23,"This escalation of force with the use of military to curfew citizens protest, it's just a training exercise for when @realDonaldTrump loses the election to @JoeBiden and refuses to leave the @WhiteHouse #TrumpLiesAmericansDie #VoteBlueToSaveAmerica http://nestorgomezstoryteller.com/immigration-stories.html",,@realDonaldTrump @JoeBiden @WhiteHouse,#TrumpLiesAmericansDie #VoteBlueToSaveAmerica,1284585046700163075,https://twitter.com/soloyochapin/status/1284585046700163075
2020-07-18 20:24:46,SCP13,Carissawashere,1,0,0,"And I'm not missing any picture. You are. You speak from your suburban bubble talking about you got friends who are cops as if they're the same person at work as they are with you.",,,,1284584921705713664,https://twitter.com/SCP13/status/1284584921705713664
2020-07-18 20:24:30,Carissawashere,SCP13,1,0,0,"Lmao when the FBI stats clearly state that the majority of shootings are black on black and when comparing police shootings that majority of shot victims are actually white. Your statement is not credible.",,,,1284584855200845824,https://twitter.com/Carissawashere/status/1284584855200845824
2020-07-18 20:24:29,defeatthedevil,,0,0,0,"#FBI #CIA #Biden ALL ENABLING/IGNORING THE MARKED DIFFERENCE IN ALL AREAS, BETWEEN BLACKS BEFORE KING'S DEATH &amp; 2020, R GOING TO HELL! U CAN SEE HOW HE &amp; LEWIS, ALONG W/THE WHOLE GENERATION: BEHAVED; SPOKE; DRESSED.., COMPARED TO THE FKNG DRUGGED-OUT; VIOLENT; IGNORANT RACE NOW!",,,#FBI #CIA #Biden,1284584848926085122,https://twitter.com/defeatthedevil/status/1284584848926085122
2020-07-18 20:24:06,Luv2Bowl99,Momentous_One,3,0,0,"That has to be the funniest thing I’ve read all day. Joe Biden and I are racist. Trump has every white supremacists member on his side. He said they were fine people. He said Hispanics were rapists and murderers yet Joe Biden is a racist. You cult followers are hysterical.",,,,1284584753061138433,https://twitter.com/Luv2Bowl99/status/1284584753061138433
2020-07-18 20:24:06,soloyochapin,jennyrachelpal,3,32,95,"It's scary that this escalation of the use of military it's just a training exercise for when @realDonaldTrump loses the election to @JoeBiden and refuses to leave the @WhiteHouse #TrumpLiesAmericansDie #VoteBlueToSaveAmerica http://nestorgomezstoryteller.com/immigration-stories.html",,@realDonaldTrump @JoeBiden @WhiteHouse,#TrumpLiesAmericansDie #VoteBlueToSaveAmerica,1284584752692035586,https://twitter.com/soloyochapin/status/1284584752692035586
2020-07-18 20:23:32,SCP13,Carissawashere,0,0,0,"Neither one of them is gonna save them. And Trump is going to make it worse if he gets another term. Even his own supporters are disapproving of him now. Kanye is just as big of a clown as Trump",,,,1284584613474717697,https://twitter.com/SCP13/status/1284584613474717697
2020-07-18 20:23:32,soloyochapin,tribelaw,10,21,82,"Even more scary is the fact that this escalation of the use of military it's just a training exercise for when @realDonaldTrump loses the election to @JoeBiden and refuses to leave the @WhiteHouse #TrumpLiesAmericansDie #VoteBlueToSaveAmerica http://nestorgomezstoryteller.com/immigration-stories.html",,@realDonaldTrump @JoeBiden @WhiteHouse,#TrumpLiesAmericansDie #VoteBlueToSaveAmerica,1284584610974793729,https://twitter.com/soloyochapin/status/1284584610974793729
2020-07-18 20:22:05,SCP13,SCP13,0,0,0,"How many additional incidents have come to light since the protests started?",,,,1284584244816347136,https://twitter.com/SCP13/status/1284584244816347136
2020-07-18 20:21:43,Carissawashere,SCP13,2,0,0,"I think we’re missing the big picture here as this went way beyond what I initially signed up for. I don’t like Trump and I don’t like Biden but if I had to chose... Biden ain’t gunna save us so I’ll tip the red hat on this one. 2024 ya’ll can vote Kanye and be happy lol",,,,1284584153334386693,https://twitter.com/Carissawashere/status/1284584153334386693
2020-07-18 20:21:21,SCP13,Carissawashere,2,0,0,"Being a cop isn't even one of the top 20 most dangerous professions. Cry me a river. Most of these cops have multiple complaints on their records and a history of abusing citizens. Meanwhile black folks are being killed and assaulted by the police all the time.",,,,1284584060338216960,https://twitter.com/SCP13/status/1284584060338216960
2020-07-18 20:20:47,DinaEllithorpe,,2,7,5,"Stephen Miller is behind Trump’s new ‘slash-and-burn campaign’ against Joe Biden: report ",,,,1284583919942238208,https://twitter.com/DinaEllithorpe/status/1284583919942238208
2020-07-18 20:18:29,SCP13,Carissawashere,1,0,0,"Sorry not true. There's dozens of videos of cops attacking people circulating the internet. One of the first I saw was a cop spraying a child with pepper spray. Saw another yesterday of a man in a wheel chair being dragged out and his chair broken",,,,1284583342655057923,https://twitter.com/SCP13/status/1284583342655057923
2020-07-18 20:18:18,Carissawashere,Carissawashere,1,0,0,"Btw my bubble you think I’m in is fine because I’ve been to too many police funerals in my time that I’d hate to have to attend another. I refuse to support our eneducated citizens who one know how to destroy our city rather than bring us together while our babies are being shot.",,,,1284583295053955074,https://twitter.com/Carissawashere/status/1284583295053955074
2020-07-18 20:16:52,the_q_factor,realDonaldTrump,0,0,2,"Bolton’s memoirs plus Mary’s book plus everyone’s observations is giving a very clear picture of things on why we are failing this Crisis. The VIRUS is destroying everything and no one gives a crap! @JoeBiden",,@JoeBiden,,1284582932951310336,https://twitter.com/the_q_factor/status/1284582932951310336
2020-07-18 20:16:01,Carissawashere,SCP13,2,0,0,"If that were the case then the media would be all over that like white on rice. They have not strayed from any moment to call out for police defunding and if that were true and unwarranted then it would be posted everywhere. Reason they aren’t is cuz the assault was instigated.",,,,1284582718924300292,https://twitter.com/Carissawashere/status/1284582718924300292
2020-07-18 20:13:55,RCLGuard,NikkiHaley,0,0,0,"Good, thanks for securing my vote for @JoeBiden even more",,@JoeBiden,,1284582191125733376,https://twitter.com/RCLGuard/status/1284582191125733376
2020-07-18 20:13:42,SCP13,Carissawashere,1,0,0,"It's not about hurt feelings. It's about weaponizing language. Labels matter. Historically language has been used to justify violence or even dehumanize people to make it easier to commit violence against them. It's a tactic that's been used in warfare for God knows how long",,,,1284582138097147904,https://twitter.com/SCP13/status/1284582138097147904
2020-07-18 20:11:12,yupimrandy,johncusack,0,2,3,"Nah Biden has enough support from Republicans. Vote 3rd party so we can finally get them federal funding.",,,,1284581507953307648,https://twitter.com/yupimrandy/status/1284581507953307648
2020-07-18 20:10:43,Carissawashere,SCP13,1,0,0,"Are you a part of the generation that you cry every time someone says words that hurt your feelings? His attitude about it is blunt and his point was regardless who you are, it shouldn’t of gotten to it’s extent. It’s flat out stupidity.",,,,1284581385018183684,https://twitter.com/Carissawashere/status/1284581385018183684
2020-07-18 20:10:35,makowski13,dbongino,0,0,0,"@DNC @BarackObama @JoeBiden @SpeakerPelosi @SenSchumer @AOC @SenWarren @SenSanders @RepMaxineWaters @RepRashida @GOP @realDonaldTrump @Jim_Jordan @RandPaul @LindseyGrahamSC",,@DNC @BarackObama @JoeBiden @SpeakerPelosi @SenSchumer @AOC @SenWarren @SenSanders @RepMaxineWaters @RepRashida @GOP @realDonaldTrump @Jim_Jordan @RandPaul @LindseyGrahamSC,,1284581351379755008,https://twitter.com/makowski13/status/1284581351379755008
2020-07-18 20:10:24,SCP13,SCP13,1,0,2,"You live in a bubble. Go to a protest and see how they're treated. I've been. I've seen it with my own eyes. I've also been harassed by police outside of protests for minding my own business. In Chicago.",,,,1284581306878353408,https://twitter.com/SCP13/status/1284581306878353408
2020-07-18 20:09:20,SCP13,Carissawashere,1,0,0,"They are. My friend was at the protest yesterday. Said she got in between a cop and kid and the cop threw her to the ground then smiled at her and gloated about it. She has a prosthetic leg",,,,1284581036253380610,https://twitter.com/SCP13/status/1284581036253380610
2020-07-18 20:08:12,SCP13,Carissawashere,0,0,0,"Nope sorry that's not how it works. I've seen protesters and leaders of the protests telling people not to riot. There's only so much people can do. That's also not their job",,,,1284580751372103686,https://twitter.com/SCP13/status/1284580751372103686
2020-07-18 20:08:05,Carissawashere,SCP13,1,0,0,"Lmao I highly doubt cops are just walking up to protestors and randomly assaulting them for not reason. I have too many family and friends that work with CPD and CFD and they know right from wrong. There is no evidence to support that. I’m right outside Chi too so I see it all.",,,,1284580725036064770,https://twitter.com/Carissawashere/status/1284580725036064770
2020-07-18 20:05:50,SCP13,Carissawashere,1,0,0,"I'm not putting anything in your mouth. People have the right to protest. People don't have the right to riot. By calling protesters rioters YOU are saying they don't have the right to be there. Words have implicit meanings",,,,1284580158805102593,https://twitter.com/SCP13/status/1284580158805102593
2020-07-18 20:04:10,Carissawashere,Carissawashere,1,0,0,"Also, you putting words in my mouth by saying that I’m not for the 1st amendment. That is a media move and holds no value to me. While I support our Constitution, it’s those marching that want to tear it down/dismantle it so you’ve got it all wrong on your accusation.",,,,1284579735780065282,https://twitter.com/Carissawashere/status/1284579735780065282
2020-07-18 20:03:56,Carissawashere,SCP13,2,0,0,"I’m not saying you shouldn’t protest. I’m saying your supposed to do it peacefully. It’s hard to pick out of a crowd who’s rioting and who’s protesting in a cloud of fog. It’s the ppls fault as a whole for letting it get this far.",,,,1284579680520155138,https://twitter.com/Carissawashere/status/1284579680520155138
2020-07-18 20:00:56,SCP13,Carissawashere,1,0,0,"Also I don't know what local governments you're referring to cause here in Chicago people have been getting assaulted and arrested by cops at protests for weeks.",,,,1284578926011060224,https://twitter.com/SCP13/status/1284578926011060224
2020-07-18 19:59:09,SCP13,Carissawashere,0,0,0,"I'm not comparing anything.",,,,1284578476234858503,https://twitter.com/SCP13/status/1284578476234858503
2020-07-18 19:58:53,AlbertWLaser1,realDonaldTrump,0,0,0,"I don't approve of your use of the insulting term Sleepy or Corrupt for Biden. You try to assassinate character rather than focus on issues. Also Climate change and environmental stewardship were not mentioned on your survey as items to focus on.",,,,1284578407595028486,https://twitter.com/AlbertWLaser1/status/1284578407595028486
2020-07-18 19:58:30,SCP13,Carissawashere,0,0,0,"Plenty of people got arrested for rioting. No one allowed it to happen. No one is talking about him denying funds. That's a whole other issue. I'm talking about the dangerous language he uses to demonize protesters and promote violence against them.",,,,1284578309708414977,https://twitter.com/SCP13/status/1284578309708414977
2020-07-18 19:56:25,SCP13,Carissawashere,1,0,0,"You are just as bad. We have the first amendment right to protest whether you agree with it or not.",,,,1284577787509198854,https://twitter.com/SCP13/status/1284577787509198854
2020-07-18 19:55:28,Carissawashere,Carissawashere,1,0,0,"It’s just coincidence that those states that refused police interference were all Democrat run. I’ve been known to group the protestors and rioters the same but it’s not out of spite. It’s because I feel they are ALL dumbasses. I guess I’m just as bad as Trump then.",,,,1284577547112665090,https://twitter.com/Carissawashere/status/1284577547112665090
2020-07-18 19:55:19,SavedOne1,,0,0,0,"Watch ""Tim is a lifelong long conservative. This year, he will split with the GOP and vote for Joe Biden"" on YouTube ",,,,1284577510211100672,https://twitter.com/SavedOne1/status/1284577510211100672
2020-07-18 19:55:18,Carissawashere,Carissawashere,1,0,0,"Why arn’t the ppl who participated/allowed destruction to happen not being held accountable? Why is it so bad for Trump to deny funds when he thought peace and order should’ve been implemented to begin with?",,,,1284577505328996355,https://twitter.com/Carissawashere/status/1284577505328996355
2020-07-18 19:54:49,Carissawashere,SCP13,4,0,0,"I think your comparing apples to oranges. You have local govts who said for police to back down from ppl who are destroying our neighborhoods then turn around and ask the fed govt for money to rebuild. Why aren’t they being held accountable for their decision?",,,,1284577384847609856,https://twitter.com/Carissawashere/status/1284577384847609856
2020-07-18 19:53:47,SavedOne1,,0,0,0,"Watch ""Chase worked for the GOP, but he knows Biden is the patriotic choice."" on YouTube ",,,,1284577124926590977,https://twitter.com/SavedOne1/status/1284577124926590977
2020-07-18 19:50:20,EricRinehart33,BobMorganIL,0,0,0,"Thank you, Josh!",,,,1284576256336564224,https://twitter.com/EricRinehart33/status/1284576256336564224
2020-07-18 19:45:18,ChrisJingledell,Sha_B87,0,0,1,"You're right. Any criticism of Joe Biden and Democrats, regardless of validity, can only be interpreted as an attempt to assist Donald Trump.",,,,1284574991833538561,https://twitter.com/ChrisJingledell/status/1284574991833538561
2020-07-18 19:45:07,Gettingtrump,,1,3,6,"time to expose the empty suit known as 'Biden' in NOW. Joe Biden’s environmental agenda promises to delete the jobs of millions of Americans, writes @KimStrassel. Might the election be won and lost on issues other than the pandemic? https://www.wsj.com/articles/the-campaign-finally-begins-11594941130 via @WSJ",,@KimStrassel @WSJ,,1284574945524305921,https://twitter.com/Gettingtrump/status/1284574945524305921
2020-07-18 19:45:05,That_seals_it,jak_nickel,1,0,0,"Way to change the topic, lol. Biden and his son probably haven’t done anything illegal, unethical yes but the truth is they are all guilty of doing this. But hey if your ok with the sending millions in aid to a country that then turns around and puts it back into",,,,1284574935948693504,https://twitter.com/That_seals_it/status/1284574935948693504
2020-07-18 19:43:32,creepyswagfest,JackFrost712,0,0,1,"Bloomberg: can he do anything right besides building an enormously influential billion dollar business?",,,,1284574545685315584,https://twitter.com/creepyswagfest/status/1284574545685315584
2020-07-18 19:43:11,mary90616311,,1,2,5,"This is what the trumpers are going to try to pull this fall- investigation of Obama and hence, Biden. This is after the DOJ IG cleated all involved. John Durham:Report into 'spying' on Trump campaign released in months https://mol.im/a/8535955 via @MailOnline",,@MailOnline,,1284574459110793217,https://twitter.com/mary90616311/status/1284574459110793217
2020-07-18 19:42:40,toreilly,,1,1,2,"WOW! Chris Wallace Carries Water for Democrats - Says Biden Never Said to Defund Police Even Though He Said He Would Redirect Police Funding (VIDEO) https://www.thegatewaypundit.com/2020/07/wow-chris-wallace-carries-water-democrats-says-biden-never-said-defund-police-even-though-said-redirect-police-funding-video/?utm_source=Twitter&amp;utm_campaign=websitesharingbuttons via @gatewaypundit",,@gatewaypundit,,1284574326042300416,https://twitter.com/toreilly/status/1284574326042300416
2020-07-18 19:41:58,Gettingtrump,,1,5,6,"now is the time to expose Biden for the empty vessel he is. Joe Biden’s environmental agenda promises to delete the jobs of millions of Americans, writes @KimStrassel. Might the election be won and lost on issues other than the pandemic? https://www.wsj.com/articles/the-campaign-finally-begins-11594941130 via @WSJ",,@KimStrassel @WSJ,,1284574150913404928,https://twitter.com/Gettingtrump/status/1284574150913404928
2020-07-18 19:41:07,dmpull,AliVelshi,0,0,0,"And Joe Biden show tender loving care. Bulls**t",,,,1284573937284919300,https://twitter.com/dmpull/status/1284573937284919300
2020-07-18 19:40:05,makowski13,,0,0,0,"@DNC @BarackObama @JoeBiden @SpeakerPelosi @SenSchumer @AOC @SenWarren @SenSanders @RepMaxineWaters @RepRashida @GOP @realDonaldTrump @Jim_Jordan @RandPaul @LindseyGrahamSC",,@DNC @BarackObama @JoeBiden @SpeakerPelosi @SenSchumer @AOC @SenWarren @SenSanders @RepMaxineWaters @RepRashida @GOP @realDonaldTrump @Jim_Jordan @RandPaul @LindseyGrahamSC,,1284573675824398336,https://twitter.com/makowski13/status/1284573675824398336
2020-07-18 19:39:21,defeatthedevil,,0,0,0,"#FBI #CIA #Biden ALL ENABLING OR IGNORING BLACK GENOCIDE OF ""..steal..kill..destroy"" (John 10:10) OVR 52 YRS ""..fear Him who, after He has killed, has authority to cast into hell."" (Luke 12:5); ""..serpents..brood of vipers, how are you to escape..damnation of hell?"" (Matt. 23:33)",,,#FBI #CIA #Biden,1284573493338746881,https://twitter.com/defeatthedevil/status/1284573493338746881
2020-07-18 19:38:01,defeatthedevil,,0,0,0,"#FBI #CIA #Biden ""NIGGA, BITCH/HO, UZI..,""GANGSTA RAP CURSED/FUELED OUR GENOCIDE: ""Death and life are in the power of the tongue.."" (Prov.18:21);""..the mouth of the wicked pours out evil things.""(Prov.15:28);""With his mouth the godless man would destroy his neighbor..""(Prov.11:9)",,,#FBI #CIA #Biden,1284573158696202241,https://twitter.com/defeatthedevil/status/1284573158696202241
2020-07-18 19:36:43,dalmatian4444,CCM1956,0,0,0,"Lmao #Biden ",,,#Biden,1284572829112033282,https://twitter.com/dalmatian4444/status/1284572829112033282
2020-07-18 19:36:19,Gettingtrump,,0,3,4,"city, state, country. Whatever. No difference to sleepy Joe. Joe Biden Calls Arizona ‘An Important City‘ in 2020 Election -- Campaign Cuts Feed When Anchor Asks Too Many Questions https://www.breitbart.com/politics/2020/07/15/joe-biden-calls-arizona-an-important-city-in-2020-election/ via @BreitbartNews",,@BreitbartNews,,1284572729870614529,https://twitter.com/Gettingtrump/status/1284572729870614529
